1451;floating_harbor;4373.00;9.50;722.00;-3.14;14702
1532;floating_harbor;3324.05;9.50;1416.95;0.79;3686
189;floating_harbor;3127.07;9.50;1642.01;-4.57;6314
775;floating_harbor;2930.00;9.50;1609.00;0.99;9347
1818;floating_harbor;4775.00;9.50;1244.00;1.57;4126
1842;floating_harbor;4890.00;9.50;1185.00;-3.33;4094
1840;floating_harbor;4901.95;9.50;1218.05;-2.36;7212
631;floating_harbor;4916.00;9.50;1249.00;0.00;1136
630;floating_harbor;4913.05;9.50;1216.05;-3.93;7072
282;floating_harbor;4978.00;9.50;1209.00;-3.44;1182
1856;floating_harbor;4669.85;9.50;1018.10;-3.31;15897
1857;floating_harbor;3526.12;9.50;404.82;0.59;15920
946;floating_harbor;3479.74;9.50;268.87;-4.25;15931
1042;floating_harbor;3545.82;9.50;240.12;-2.16;15936
1860;floating_harbor;3563.00;9.50;294.00;-1.57;15944
1862;floating_harbor;3486.18;9.50;365.88;0.98;15924
1880;floating_harbor;1682.13;9.50;1194.26;-0.46;15636
318;floating_harbor;1660.18;9.50;1176.88;0.98;4641
438;floating_harbor;3965.06;9.50;866.71;1.01;7244
321;floating_harbor;3951.00;9.50;895.00;1.57;1273
281;floating_harbor;3940.60;9.50;746.99;0.06;4967
1342;floating_harbor;4179.13;9.50;995.74;-2.68;4062
1967;floating_harbor;1429.86;9.50;1128.63;-1.77;16169
944;floating_harbor;3583.64;9.50;360.21;-1.25;15948
450;floating_harbor;3122.40;9.50;1193.50;0.38;10123
448;floating_harbor;3004.12;9.50;1197.82;0.59;1149
1295;floating_harbor;3102.74;9.50;1343.87;-4.25;16194
731;floating_harbor;3192.00;9.50;1315.00;-2.15;11818
1294;floating_harbor;3116.30;9.50;1313.21;-3.39;914
745;floating_harbor;3086.00;9.50;1365.00;1.45;9809
1326;floating_harbor;3102.95;9.50;1363.05;-2.36;14662
1449;floating_harbor;3358.21;9.50;1243.70;1.33;1088
1240;floating_harbor;3360.40;9.50;1225.20;0.93;1108
916;floating_harbor;3563.82;9.50;1139.12;-2.16;2089
1994;floating_harbor;2778.82;9.50;1498.12;-2.16;11965
1565;floating_harbor;3452.05;9.50;1360.95;0.79;3653
1995;floating_harbor;2785.00;9.50;1676.00;-1.57;16357
1998;floating_harbor;2780.95;9.50;1650.95;-0.79;11378
2000;floating_harbor;2756.05;9.50;1596.95;0.79;16340
2005;floating_harbor;2795.60;9.50;1626.20;-0.93;11270
1607;floating_harbor;1805.00;9.50;164.00;-1.57;10953
1;arms_factory;2687.00;12.05;1900.00;0.36;0
1;arms_factory;2688.00;11.07;1895.00;4.48;0
1;arms_factory;2689.00;11.70;1896.00;0.86;0
1;arms_factory;2690.00;11.68;1898.00;3.52;0
1;arms_factory;2686.00;10.88;1896.00;0.26;0
1;arms_factory;2691.00;10.62;1902.00;2.93;0
1;industrial_complex;2685.00;10.88;1902.00;5.59;0
1;industrial_complex;2689.00;11.70;1896.00;1.97;0
1;industrial_complex;2691.00;11.00;1888.00;4.99;0
1;industrial_complex;2691.00;10.88;1899.00;6.20;0
1;industrial_complex;2691.00;10.62;1902.00;4.04;0
1;industrial_complex;2686.00;9.57;1889.00;0.42;0
1;air_base;2686.00;10.43;1893.00;3.44;0
1;naval_base;2694.00;10.45;1897.00;1.57;5579
1;bunker;2689.00;12.35;1898.00;4.55;0
1;bunker;2691.00;11.00;1888.00;0.93;0
1;coastal_bunker;2692.00;9.62;1887.00;1.25;0
1;dockyard;2694.00;10.45;1897.00;1.57;0
1;anti_air_building;2688.00;11.43;1903.00;4.10;0
1;anti_air_building;2690.00;11.03;1888.00;5.66;0
1;anti_air_building;2690.00;11.40;1899.00;2.05;0
1;synthetic_refinery;2691.00;10.98;1900.00;4.71;0
1;fuel_silo;2685.00;9.50;1889.00;2.55;0
1;radar_station;2688.00;11.43;1903.00;4.11;0
1;nuclear_reactor;2684.00;10.70;1898.00;3.16;0
1;schools;2689.00;11.35;1893.00;1.00;0
1;offices;2687.00;10.90;1896.00;3.67;0
1;hospitals;2693.00;10.60;1896.00;0.05;0
1;barracks;2688.00;11.95;1899.00;1.61;0
1;prisons;2685.00;11.30;1898.00;5.73;0
1;supply_node;2688.00;10.28;1886.00;2.02;0
1;supply_node;2690.00;11.85;1896.00;4.95;0
1;supply_node;2684.00;9.90;1896.00;1.60;0
1;supply_node;2690.00;10.57;1905.00;3.09;0
2;arms_factory;2738.00;10.30;1896.00;0.86;0
2;arms_factory;2750.00;10.40;1888.00;3.52;0
2;arms_factory;2741.00;10.88;1899.00;0.26;0
2;arms_factory;2747.00;10.25;1883.00;2.93;0
2;arms_factory;2740.00;10.30;1894.00;5.59;0
2;arms_factory;2729.00;10.35;1899.00;1.97;0
2;air_base;2754.00;10.73;1888.00;2.48;0
2;naval_base;2732.00;9.50;1892.00;-0.79;5579
2;naval_base;2723.00;9.50;1899.00;-0.79;5579
2;bunker;2755.00;10.25;1885.00;2.49;0
2;bunker;2743.00;11.23;1896.00;5.15;0
2;bunker;2743.00;10.90;1900.00;2.99;0
2;bunker;2748.00;9.60;1882.00;4.20;0
2;bunker;2725.00;10.40;1902.00;0.94;0
2;bunker;2732.00;10.18;1894.00;3.60;0
2;bunker;2742.00;10.28;1887.00;6.26;0
2;coastal_bunker;2733.00;9.50;1891.00;-0.79;0
2;coastal_bunker;2742.00;9.50;1884.00;-1.11;0
2;coastal_bunker;2724.00;9.50;1899.00;-0.79;0
2;anti_air_building;2743.00;10.68;1892.00;4.11;0
2;anti_air_building;2726.00;10.32;1901.00;0.49;0
2;anti_air_building;2742.00;10.55;1891.00;3.15;0
2;synthetic_refinery;2747.00;10.15;1884.00;6.18;0
2;fuel_silo;2752.00;10.65;1885.00;1.10;0
2;radar_station;2735.00;10.28;1897.00;5.22;0
2;nuclear_reactor;2749.00;10.65;1885.00;5.73;0
2;schools;2756.00;10.80;1886.00;0.65;0
2;offices;2738.00;10.35;1898.00;4.78;0
2;hospitals;2732.00;10.50;1895.00;0.06;0
2;barracks;2741.00;10.25;1886.00;4.18;0
2;prisons;2727.00;9.50;1897.00;0.56;0
2;supply_node;2753.00;10.32;1886.00;2.32;0
2;supply_node;2726.00;9.78;1899.00;5.25;0
2;supply_node;2732.00;9.50;1893.00;4.49;0
2;supply_node;2746.00;10.12;1884.00;1.14;0
2;supply_node;2744.00;10.80;1894.00;3.73;0
3;industrial_complex;2672.00;11.10;1984.00;4.04;0
3;industrial_complex;2671.00;11.48;1976.00;0.42;0
3;industrial_complex;2668.00;11.60;1976.00;3.44;0
3;industrial_complex;2673.00;11.00;1977.00;4.64;0
3;industrial_complex;2669.00;11.25;1981.00;2.48;0
3;industrial_complex;2666.00;10.93;1981.00;0.32;0
3;air_base;2667.00;12.38;1974.00;0.43;0
3;bunker;2675.00;12.35;1976.00;4.55;0
3;bunker;2675.00;11.95;1980.00;5.15;0
3;bunker;2666.00;11.20;1979.00;4.20;0
3;synthetic_refinery;2669.00;11.05;1989.00;4.10;0
3;fuel_silo;2671.00;10.85;1988.00;5.66;0
3;radar_station;2667.00;11.05;1978.00;2.05;0
3;nuclear_reactor;2671.00;10.95;1985.00;1.10;0
3;schools;2670.00;11.68;1978.00;5.22;0
3;offices;2671.00;11.82;1977.00;3.06;0
3;hospitals;2675.00;10.62;1985.00;3.16;0
3;barracks;2668.00;10.98;1983.00;1.00;0
3;prisons;2669.00;11.12;1982.00;3.67;0
3;supply_node;2668.00;12.43;1973.00;5.72;0
3;supply_node;2665.00;11.28;1979.00;2.02;0
3;supply_node;2668.00;11.05;1987.00;4.95;0
3;supply_node;2674.00;11.32;1982.00;1.60;0
4;industrial_complex;2788.00;10.40;2014.00;3.44;0
4;industrial_complex;2797.00;10.45;1999.00;4.64;0
4;industrial_complex;2776.00;10.57;2002.00;2.48;0
4;industrial_complex;2775.00;10.85;2014.00;0.32;0
4;industrial_complex;2786.00;10.53;2009.00;0.43;0
4;industrial_complex;2782.00;11.10;1999.00;4.55;0
4;air_base;2774.00;11.50;1997.00;0.93;0
4;bunker;2776.00;10.88;2018.00;2.49;0
4;bunker;2783.00;10.75;2002.00;5.15;0
4;bunker;2786.00;11.70;1993.00;2.99;0
4;bunker;2791.00;10.53;2010.00;4.20;0
4;bunker;2771.00;11.05;1998.00;0.94;0
4;bunker;2788.00;10.48;2009.00;3.60;0
4;bunker;2776.00;11.25;2008.00;6.26;0
4;bunker;2775.00;11.07;2006.00;4.10;0
4;bunker;2796.00;10.53;1999.00;5.66;0
4;bunker;2785.00;10.68;2015.00;2.05;0
4;bunker;2772.00;11.25;2009.00;4.71;0
4;bunker;2793.00;10.50;2009.00;2.55;0
4;anti_air_building;2791.00;10.40;2014.00;4.11;0
4;anti_air_building;2771.00;10.65;2001.00;0.49;0
4;anti_air_building;2773.00;10.95;2013.00;3.15;0
4;synthetic_refinery;2778.00;10.88;2014.00;6.18;0
4;fuel_silo;2790.00;11.07;1991.00;1.10;0
4;radar_station;2785.00;11.20;1999.00;5.22;0
4;nuclear_reactor;2788.00;11.18;1991.00;5.73;0
4;schools;2779.00;10.80;2012.00;0.65;0
4;offices;2783.00;10.35;2008.00;4.78;0
4;hospitals;2793.00;10.55;2010.00;0.06;0
4;barracks;2782.00;10.70;2002.00;4.18;0
4;prisons;2779.00;10.80;2017.00;0.56;0
4;supply_node;2782.00;10.88;2001.00;2.32;0
4;supply_node;2787.00;11.40;1993.00;5.25;0
4;supply_node;2797.00;10.15;1998.00;3.02;0
4;supply_node;2795.00;10.38;2006.00;4.49;0
4;supply_node;2794.00;10.53;2011.00;1.14;0
4;supply_node;2790.00;10.40;2015.00;3.73;0
4;supply_node;2785.00;10.53;2009.00;0.38;0
4;supply_node;2778.00;11.03;2009.00;3.32;0
4;supply_node;2777.00;10.80;2017.00;5.90;0
4;supply_node;2771.00;11.15;2012.00;2.56;0
4;supply_node;2773.00;10.75;2005.00;4.03;0
4;supply_node;2771.00;10.90;1999.00;1.79;0
5;arms_factory;2841.00;10.23;2119.00;4.99;0
5;arms_factory;2850.00;10.25;2128.00;6.20;0
5;arms_factory;2848.00;10.43;2106.00;4.04;0
5;arms_factory;2852.00;10.18;2123.00;0.42;0
5;arms_factory;2854.00;10.35;2102.00;3.44;0
5;arms_factory;2873.00;10.30;2120.00;4.64;0
5;industrial_complex;2836.00;10.30;2109.00;2.48;0
5;industrial_complex;2839.00;10.30;2112.00;0.32;0
5;industrial_complex;2867.00;10.20;2121.00;0.43;0
5;industrial_complex;2836.00;10.30;2110.00;4.55;0
5;industrial_complex;2855.00;10.28;2120.00;0.93;0
5;industrial_complex;2867.00;10.23;2120.00;2.49;0
5;air_base;2865.00;10.12;2133.00;5.15;0
5;naval_base;2843.00;9.50;2126.00;-1.89;2309
5;naval_base;2847.00;9.95;2124.00;-1.82;2309
5;naval_base;2859.00;9.70;2130.00;-2.03;2256
5;bunker;2873.00;10.30;2121.00;2.05;0
5;bunker;2850.00;10.38;2104.00;4.71;0
5;bunker;2877.00;10.12;2111.00;2.55;0
5;bunker;2871.00;10.32;2116.00;4.11;0
5;bunker;2859.00;10.20;2123.00;0.49;0
5;bunker;2844.00;10.28;2109.00;3.15;0
5;bunker;2857.00;10.30;2086.00;1.10;0
5;bunker;2843.00;10.35;2098.00;5.22;0
5;bunker;2855.00;10.20;2125.00;3.06;0
5;bunker;2836.00;10.28;2111.00;3.16;0
5;bunker;2876.00;10.28;2109.00;1.00;0
5;bunker;2853.00;10.30;2097.00;3.67;0
5;bunker;2848.00;10.30;2118.00;0.05;0
5;bunker;2862.00;10.10;2108.00;1.61;0
5;bunker;2858.00;10.28;2115.00;5.73;0
5;bunker;2844.00;10.30;2081.00;0.65;0
5;bunker;2861.00;10.30;2094.00;4.78;0
5;bunker;2847.00;10.30;2084.00;0.06;0
5;bunker;2863.00;10.30;2101.00;4.18;0
5;bunker;2842.00;10.25;2120.00;0.56;0
5;bunker;2873.00;10.20;2131.00;2.12;0
5;bunker;2887.00;10.30;2112.00;6.24;0
5;bunker;2855.00;10.20;2128.00;1.17;0
5;coastal_bunker;2848.00;9.80;2131.00;-1.89;0
5;coastal_bunker;2838.00;10.25;2119.00;-2.68;0
5;coastal_bunker;2847.00;9.95;2124.00;-1.82;0
5;coastal_bunker;2859.00;9.70;2130.00;-2.03;0
5;dockyard;2844.00;9.50;2126.00;-1.89;0
5;anti_air_building;2861.00;10.20;2126.00;1.68;0
5;anti_air_building;2840.00;9.90;2108.00;5.80;0
5;anti_air_building;2862.00;10.20;2124.00;0.72;0
5;synthetic_refinery;2866.00;10.20;2128.00;3.74;0
5;fuel_silo;2865.00;10.18;2132.00;0.12;0
5;radar_station;2872.00;10.20;2130.00;4.25;0
5;nuclear_reactor;2846.00;10.30;2095.00;3.30;0
5;schools;2869.00;10.30;2099.00;5.96;0
5;hospitals;2867.00;10.30;2099.00;3.90;0
5;barracks;2867.00;10.30;2102.00;1.74;0
5;prisons;2862.00;10.30;2097.00;4.41;0
5;supply_node;2867.00;10.23;2114.00;0.11;0
5;supply_node;2877.00;10.20;2129.00;3.05;0
5;supply_node;2864.00;10.23;2131.00;0.80;0
5;supply_node;2861.00;10.20;2123.00;2.28;0
5;supply_node;2837.00;10.28;2110.00;5.22;0
5;supply_node;2875.00;10.25;2122.00;1.52;0
5;supply_node;2850.00;10.23;2123.00;4.45;0
5;supply_node;2851.00;10.23;2106.00;1.11;0
5;supply_node;2840.00;10.25;2117.00;3.69;0
5;supply_node;2876.00;10.28;2114.00;0.35;0
5;supply_node;2844.00;10.40;2103.00;1.82;0
5;supply_node;2863.00;10.23;2106.00;5.86;0
5;supply_node;2858.00;10.35;2113.00;2.52;0
5;supply_node;2849.00;10.30;2114.00;4.00;0
5;supply_node;2850.00;10.25;2130.00;1.75;0
5;supply_node;2865.00;10.12;2139.00;3.23;0
5;supply_node;2839.00;10.28;2086.00;6.17;0
5;supply_node;2853.00;10.30;2086.00;3.93;0
5;supply_node;2851.00;10.30;2094.00;5.40;0
5;supply_node;2861.00;10.30;2099.00;2.05;0
5;supply_node;2864.00;10.30;2091.00;4.64;0
5;supply_node;2842.00;10.30;2094.00;1.29;0
5;supply_node;2886.00;10.43;2114.00;0.53;0
5;supply_node;2877.00;10.32;2108.00;3.47;0
5;supply_node;2845.00;10.28;2081.00;4.94;0
6;arms_factory;2621.00;10.20;2058.00;4.04;0
6;arms_factory;2601.00;10.20;2055.00;0.42;0
6;arms_factory;2606.00;10.20;2054.00;3.44;0
6;arms_factory;2608.00;10.20;2053.00;4.64;0
6;arms_factory;2630.00;10.20;2061.00;2.48;0
6;arms_factory;2625.00;10.20;2061.00;0.32;0
6;industrial_complex;2639.00;10.30;2056.00;0.43;0
6;industrial_complex;2622.00;10.20;2056.00;4.55;0
6;industrial_complex;2614.00;10.20;2055.00;0.93;0
6;industrial_complex;2597.00;10.20;2054.00;2.49;0
6;industrial_complex;2607.00;10.20;2052.00;5.15;0
6;industrial_complex;2632.00;10.20;2056.00;2.99;0
6;air_base;2627.00;10.20;2056.00;4.20;0
6;naval_base;2601.00;10.15;2057.00;-2.55;8621
6;naval_base;2603.00;10.25;2059.00;-1.95;8621
6;bunker;2626.00;10.20;2061.00;5.66;0
6;bunker;2605.00;10.20;2056.00;2.05;0
6;bunker;2608.00;10.20;2053.00;4.71;0
6;bunker;2637.00;10.20;2057.00;2.55;0
6;bunker;2619.00;10.20;2059.00;4.11;0
6;bunker;2631.00;10.20;2054.00;0.49;0
6;coastal_bunker;2598.00;10.23;2057.00;-2.55;0
6;coastal_bunker;2604.00;10.25;2060.00;-1.95;0
6;coastal_bunker;2619.00;10.25;2061.00;-2.90;0
6;dockyard;2600.00;10.15;2057.00;-2.55;0
6;anti_air_building;2625.00;10.20;2061.00;3.06;0
6;anti_air_building;2623.00;10.20;2057.00;3.16;0
6;anti_air_building;2608.00;10.20;2056.00;1.00;0
6;synthetic_refinery;2614.00;10.20;2055.00;3.67;0
6;fuel_silo;2612.00;10.25;2052.00;0.05;0
6;radar_station;2607.00;10.20;2052.00;1.61;0
6;nuclear_reactor;2600.00;10.20;2052.00;2.12;0
6;offices;2627.00;10.20;2058.00;1.17;0
6;hospitals;2633.00;10.20;2059.00;5.29;0
6;barracks;2619.00;10.20;2059.00;0.57;0
6;prisons;2605.00;10.20;2057.00;3.23;0
6;supply_node;2600.00;10.20;2054.00;3.32;0
6;supply_node;2609.00;10.20;2057.00;5.90;0
6;supply_node;2621.00;10.20;2058.00;2.56;0
6;supply_node;2636.00;10.20;2056.00;4.03;0
6;supply_node;2627.00;10.20;2060.00;1.79;0
6;supply_node;2628.00;10.23;2054.00;4.72;0
7;arms_factory;2628.00;10.12;2084.00;3.44;0
7;arms_factory;2629.00;10.10;2089.00;4.64;0
7;arms_factory;2634.00;9.50;2084.00;2.48;0
7;arms_factory;2635.00;10.20;2076.00;0.32;0
7;arms_factory;2633.00;9.50;2085.00;0.43;0
7;arms_factory;2631.00;10.15;2075.00;4.55;0
7;naval_base;2628.00;9.62;2095.00;-3.39;2752
7;bunker;2629.00;10.05;2083.00;5.66;0
7;bunker;2629.00;10.10;2089.00;4.71;0
7;bunker;2632.00;9.78;2084.00;2.55;0
7;bunker;2630.00;10.07;2073.00;4.11;0
7;coastal_bunker;2628.00;10.12;2090.00;-3.39;0
7;dockyard;2628.00;9.50;2094.00;-3.39;0
7;anti_air_building;2633.00;9.98;2078.00;5.22;0
7;anti_air_building;2631.00;10.10;2089.00;3.06;0
7;anti_air_building;2633.00;9.50;2085.00;3.16;0
7;synthetic_refinery;2627.00;10.12;2086.00;1.00;0
7;fuel_silo;2632.00;9.50;2086.00;3.67;0
7;radar_station;2627.00;10.03;2088.00;0.05;0
7;hospitals;2633.00;10.12;2077.00;1.17;0
7;barracks;2628.00;10.15;2089.00;5.29;0
7;prisons;2632.00;9.88;2078.00;0.57;0
7;supply_node;2628.00;10.15;2089.00;3.73;0
7;supply_node;2628.00;10.18;2082.00;3.32;0
7;supply_node;2633.00;9.50;2085.00;5.90;0
7;supply_node;2630.00;10.12;2075.00;2.56;0
7;supply_node;2635.00;10.20;2075.00;4.03;0
8;industrial_complex;2645.00;10.55;2029.00;5.15;0
8;industrial_complex;2645.00;10.55;2029.00;2.99;0
8;industrial_complex;2647.00;10.55;2030.00;4.20;0
8;industrial_complex;2644.00;10.65;2028.00;0.94;0
8;industrial_complex;2644.00;10.65;2028.00;3.60;0
8;industrial_complex;2645.00;10.57;2030.00;6.26;0
8;air_base;2644.00;10.73;2035.00;4.10;0
8;bunker;2645.00;10.53;2033.00;2.05;0
8;anti_air_building;2644.00;10.70;2034.00;4.71;0
8;anti_air_building;2646.00;10.53;2029.00;2.55;0
8;anti_air_building;2645.00;10.55;2029.00;4.11;0
8;synthetic_refinery;2645.00;10.55;2029.00;0.49;0
8;fuel_silo;2644.00;10.55;2029.00;3.15;0
8;radar_station;2644.00;10.65;2028.00;6.18;0
8;nuclear_reactor;2645.00;10.53;2033.00;0.05;0
8;schools;2645.00;10.55;2029.00;1.61;0
8;offices;2645.00;10.55;2029.00;5.73;0
8;hospitals;2644.00;10.55;2029.00;0.65;0
8;barracks;2644.00;10.65;2028.00;4.78;0
8;prisons;2644.00;10.68;2036.00;0.06;0
8;supply_node;2645.00;10.55;2029.00;3.09;0
8;supply_node;2643.00;10.73;2034.00;0.84;0
9;industrial_complex;2763.00;10.73;2020.00;4.20;0
9;industrial_complex;2769.00;10.43;2041.00;0.94;0
9;industrial_complex;2773.00;10.40;2041.00;3.60;0
9;industrial_complex;2780.00;10.78;2030.00;6.26;0
9;industrial_complex;2787.00;10.50;2042.00;4.10;0
9;industrial_complex;2772.00;10.88;2026.00;5.66;0
9;air_base;2769.00;10.48;2040.00;2.05;0
9;bunker;2778.00;10.45;2036.00;4.71;0
9;bunker;2764.00;10.75;2022.00;2.55;0
9;bunker;2774.00;10.40;2040.00;4.11;0
9;bunker;2766.00;10.93;2015.00;0.49;0
9;bunker;2757.00;10.73;2042.00;3.15;0
9;bunker;2766.00;10.48;2040.00;6.18;0
9;bunker;2784.00;10.32;2039.00;1.10;0
9;bunker;2783.00;10.62;2036.00;5.22;0
9;bunker;2773.00;10.40;2046.00;3.06;0
9;bunker;2772.00;10.93;2029.00;3.67;0
9;bunker;2752.00;10.98;2022.00;0.05;0
9;bunker;2789.00;10.50;2038.00;1.61;0
9;anti_air_building;2752.00;10.78;2028.00;5.73;0
9;anti_air_building;2777.00;10.62;2035.00;0.65;0
9;anti_air_building;2783.00;10.82;2034.00;4.78;0
9;synthetic_refinery;2758.00;10.73;2027.00;0.06;0
9;fuel_silo;2757.00;10.90;2021.00;4.18;0
9;radar_station;2764.00;10.88;2017.00;0.56;0
9;nuclear_reactor;2770.00;10.73;2032.00;5.89;0
9;schools;2789.00;10.45;2043.00;3.73;0
9;offices;2759.00;10.55;2043.00;3.84;0
9;hospitals;2758.00;10.65;2039.00;1.68;0
9;barracks;2754.00;10.82;2034.00;5.80;0
9;prisons;2763.00;10.68;2032.00;0.72;0
